"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ip-172-31-40-211",,,,"User:","admin"
"Cmdline:","dstat --nocolor --output /home/admin/cmd3-4000-dstat.csv -T -d -D xvdb -g -i --mem-adv --swap -n -N eth0 -p -r -y --aio --cpu-adv --fs --ipc --socket --tcp --udp --unix --vm --vm-adv",,,,"Date:","17 Jun 2017 01:07:26 UTC"
"epoch","dsk/xvdb",,"paging",,"interrupts",,,"advanced memory usage",,,,,,,,"swap",,"net/eth0",,"procs",,,"io/xvdb",,"system",,"async","total cpu usage",,,,,,,"filesystem",,"sysv ipc",,,"sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,
1497661658.270,0,0,0,0,0,0,23,515699699712,1032728576,514487169024,39497728,118960128,0,9273344,30617600,0,0,1278,816,0,0,0,0,0,75,138,0,0.016,0.047,99.938,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,0,8,3,0,0,0,0,0
1497661659.270,0,0,0,0,0,0,18,515699699712,1032601600,514487296000,39497728,118960128,0,9273344,30617600,0,0,1008,612,0,0,2,0,0,135,139,0,0,0.031,99.969,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,530,251,245,0,0,0,0,0
1497661660.270,0,0,0,0,0,0,6,515699699712,1032601600,514487296000,39497728,118960128,0,9273344,30617600,0,0,336,212,0,0,0,0,0,71,82,0,0,0.031,99.969,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,2,0,0,0,0,0,0,0
1497661661.270,0,0,0,0,0,0,9,515699699712,1032601600,514487296000,39497728,118960128,0,9273344,30617600,0,0,504,306,0,0,2,0,0,99,104,0,0.016,0.047,99.938,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,478,249,243,0,0,0,0,0
1497661662.270,0,0,0,0,0,0,0,515699699712,1032601600,514487296000,39497728,118960128,0,9273344,30617600,0,0,0,0,0,0,0,0,0,29,36,0,0.016,0.031,99.953,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,1,0,0,0,0,0,0,0
1497661663.270,0,0,0,0,0,0,9,515699699712,1032601600,514487296000,39497728,118960128,0,9273344,30617600,0,0,504,314,0,0,2,0,0,101,117,0,0,0.031,99.969,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,491,258,249,0,0,0,0,0
1497661664.270,0,0,0,0,0,0,6,515699699712,1032601600,514487296000,39505920,118951936,0,9273344,30617600,0,0,336,220,0,0,0,0,0,56,86,0,0.016,0.031,99.937,0.016,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,0,4,0,0,0,0,0,0
1497661665.270,0,0,0,0,0,0,22,515699699712,1032601600,514487296000,39505920,118951936,0,9273344,30617600,0,0,1182,990,0,0,0,0,0,56,128,0,0.016,0.031,99.953,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,0,0,0,0,0,0,0,0
1497661666.270,0,0,0,0,0,0,6,515699699712,1032601600,514487296000,39505920,118951936,0,9273344,30617600,0,0,336,212,0,0,0,0,0,38,62,0,0,0.016,99.984,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,0,0,0,0,0,0,0,0
1497661667.270,0,0,0,0,0,0,12,515699699712,1032601600,514487296000,39505920,118951936,0,9273344,30617600,0,0,672,408,0,0,0,0,0,51,90,0,0.016,0.031,99.953,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,0,0,1,0,0,0,0,0
1497661668.270,0,0,0,0,0,0,12,515699699712,1032601600,514487296000,39505920,118951936,0,9273344,30617600,0,0,672,408,0,0,2,0,0,114,136,0,0.016,0.047,99.937,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,497,255,251,0,0,0,0,0
1497661669.270,0,0,0,0,0,0,4,515699699712,1032601600,514487296000,39505920,118951936,0,9273344,30617600,0,0,270,102,1,0,1,0,0,40,67,0,0.031,0.031,99.938,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,499,264,256,0,0,0,0,0
1497661670.270,0,0,0,0,0,0,17,515699699712,1032728576,514487169024,39514112,118943744,0,9273344,30617600,0,0,666,4572,0,0,2,0,0,121,120,0,0,0.031,99.969,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,158,129,60,0,0,0,0,0
1497661671.270,0,0,0,0,0,0,16,515699699712,1032728576,514487169024,39514112,118943744,0,9273344,30617600,0,0,570,4050,0,0,0,0,0,51,98,0,0,0.031,99.969,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,35,2,68,0,0,0,0,0
1497661672.270,0,0,0,0,0,0,5,515699699712,1032728576,514487169024,39514112,118943744,0,9273344,30617600,0,0,234,356,0,0,0,0,0,61,86,0,0.016,0.031,99.953,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,0,0,0,0,0,0,0,0
1497661673.270,0,0,0,0,0,0,0,515699699712,1032728576,514487169024,39514112,118943744,0,9273344,30617600,0,0,0,0,0,0,0,0,0,30,39,0,0,0.031,99.969,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,0,0,0,0,0,0,0,0
1497661674.270,0,0,0,0,0,0,0,515699699712,1032728576,514487169024,39514112,118943744,0,9273344,30617600,0,0,0,0,0,0,0,0,0,29,39,0,0.016,0.031,99.953,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,0,0,0,0,0,0,0,0
1497661675.270,0,0,0,0,0,0,0,515699699712,1032728576,514487169024,39514112,118943744,0,9273344,30617600,0,0,0,0,0,0,0,0,0,32,51,0,0,0.031,99.969,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,0,0,0,0,0,0,0,0
1497661676.270,0,0,0,0,0,0,0,515699699712,1033547776,514486296576,39522304,118980608,0,9273344,30625792,0,0,0,0,0,0,0,0,0,46,133,0,0,0.031,99.969,0,0,0,0,0,25390,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,0,0,2,3,0,0,0,0,0
1497661677.270,0,0,0,0,0,0,8,515699699712,1035165696,514313433088,39522304,287641600,168542208,9273344,33210368,0,0,498,490,1,0,7,0,0,230,156,0,0.094,0.297,99.609,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,46179,47516,48334,758,0,0,0,0,0
1497661678.270,0,0,0,0,0,0,2,515699699712,1037492224,513207472128,39522304,1361858560,1242759168,9273344,62627840,0,0,66,222,1,0,0,0,0,312,60,0,0.328,1.297,98.375,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,262251,262253,270007,0,0,0,0,0,0
1497661679.270,0,0,0,0,0,0,2,515699699712,1039667200,512099606528,39522304,2437615616,2318516224,9273344,92561408,0,0,66,222,1,0,0,0,0,302,56,0,0.406,1.188,98.406,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,262529,262529,270372,0,0,0,0,0,0
1497661680.270,0,0,0,0,0,0,4,515699699712,1041383424,510996819968,39522304,3508752384,3389652992,9273344,122494976,0,0,132,444,1,0,0,0,0,317,73,0,0.375,1.234,98.391,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,261429,261429,269238,0,0,0,0,0,0
1497661681.270,0,0,0,0,0,0,2,515699699712,1044058112,509887684608,39522304,4585279488,4466180096,9273344,152428544,0,0,66,222,1,0,0,0,0,301,46,0,0.344,1.250,98.406,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,262862,262862,270713,0,0,0,0,0,0
1497661682.270,0,36864,0,0,0,0,2,515699699712,1046368256,508780453888,39538688,5660250112,5541167104,9273344,182362112,0,0,66,222,1,0,0,0,2,301,61,0,0.422,1.188,98.391,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,262535,262536,270381,0,0,0,0,0,0
1497661683.270,0,0,0,0,0,0,3,515699699712,1048256512,507670048768,39538688,6738317312,6619234304,9273344,212811776,0,0,66,444,1,0,0,0,0,304,59,0,0.344,1.250,98.406,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,263207,263206,271068,0,0,0,0,0,0
1497661684.270,0,0,0,0,0,0,23,515699699712,1050763264,506559541248,39538688,7816384512,7697301504,9273344,242745344,0,0,1140,1598,1,0,1,0,0,418,185,0,0.391,1.219,98.391,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,263292,263451,271255,123,0,0,0,0,0
1497661685.270,0,0,0,0,0,0,10,515699699712,1052762112,505447231488,39538688,8896761856,8777678848,9273344,272678912,0,0,504,528,1,0,0,0,0,308,76,0,0.219,1.375,98.406,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,263746,263746,271622,0,0,0,0,0,0
1497661686.270,0,0,0,0,1,0,14,515699699712,1055490048,504331112448,39538688,9980219392,9861136384,9273344,302612480,0,0,780,688,1,0,0,0,0,320,95,0,0.328,1.281,98.391,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,264558,264559,272459,12,0,0,0,0,0
1497661687.270,0,12288,0,0,0,0,16,515699699712,1056972800,503265783808,39546880,11015155712,10896080896,9273344,331513856,0,0,804,860,1,0,0,0,2,317,113,0,0.391,1.203,98.391,0.016,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,252689,252689,260238,6,0,0,0,0,0
1497661688.270,0,0,0,0,0,0,11,515699699712,1058242560,502157283328,39555072,12092444672,11973378048,9273344,361447424,0,0,570,536,1,0,0,0,0,322,116,0,0.266,1.344,98.359,0.031,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,262866,262866,270727,1,0,0,0,0,0
1497661689.270,0,0,0,0,0,0,9,515699699712,1058607104,501048147968,39555072,13171281920,13052215296,9273344,391380992,0,0,366,720,1,0,1,0,0,353,96,0,0.344,1.266,98.390,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,263275,263436,271241,99,0,0,0,0,0
1497661690.270,0,0,0,0,0,0,4,515699699712,1062199296,499928854528,39555072,14257049600,14137982976,9273344,421314560,0,0,132,460,1,0,0,0,0,299,57,0,0.328,1.281,98.391,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,265179,265179,273101,16,0,0,0,0,0
1497661691.270,0,0,0,0,0,0,20,515699699712,1064542208,498803257344,39555072,15348658176,15229751296,9273344,452960256,0,0,972,1280,1,0,1,0,0,503,159,0,0.297,1.297,98.406,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,266531,266761,274646,151,0,0,0,0,0
1497661692.270,0,12288,0,0,0,0,2,515699699712,1066328064,497674186752,39563264,16445296640,16326385664,9273344,483598336,0,0,66,230,1,0,0,0,2,338,89,0,0.375,1.234,98.391,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,267727,267727,275727,0,0,0,0,0,0
1497661693.270,0,0,0,0,0,0,4,515699699712,1069445120,496549400576,39563264,17536729088,17417822208,9273344,513835008,0,0,132,460,1,0,0,0,0,421,165,0,0.406,1.203,98.390,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,266471,266471,274427,3,0,0,0,0,0
1497661694.270,0,0,0,0,0,0,2,515699699712,1071267840,495427567616,39571456,18626576384,18507673600,9273344,543989760,0,0,66,230,1,0,0,0,0,286,54,0,0.453,1.141,98.406,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,266080,266080,274030,17,0,0,0,0,0
1497661695.270,0,0,0,0,0,0,2,515699699712,1073606656,494304337920,39571456,19717304320,19598397440,9273344,574152704,0,0,66,230,1,0,0,0,0,298,62,0,0.422,1.172,98.406,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,266204,266204,274155,0,0,0,0,0,0
1497661696.270,0,0,0,0,0,0,3,515699699712,1075220480,493178568704,39571456,20810182656,20691275776,9273344,605429760,0,0,66,460,1,0,0,0,0,300,72,0,0.359,1.250,98.391,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,266911,266911,274882,0,0,0,0,0,0
1497661697.270,0,12288,0,0,0,0,3,515699699712,1077108736,492052926464,39579648,21903757312,21784854528,9273344,635600896,0,0,132,230,1,0,0,0,2,289,51,0,0.313,1.281,98.406,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,266901,266901,274873,7,0,0,0,0,0
1497661698.270,0,0,0,0,0,0,2,515699699712,1079042048,490924109824,39579648,23000313856,22881406976,9273344,665927680,0,0,66,230,1,0,0,0,0,311,81,0,0.375,1.235,98.390,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,267587,267587,275578,4,0,0,0,0,0
1497661699.270,0,0,0,0,0,0,3,515699699712,1081200640,489797324800,39579648,24093634560,23974723584,9273344,697233408,0,0,66,460,1,0,0,0,0,296,65,0,0.375,1.234,98.391,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,267195,267195,275176,0,0,0,0,0,0
1497661700.270,0,0,0,0,0,0,3,515699699712,1083408384,488669523968,39587840,25188909056,25070010368,9273344,727543808,0,0,132,230,1,0,0,0,0,304,72,0,0.344,1.250,98.406,0,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,267430,267430,275418,0,0,0,0,0,0
1497661701.270,0,299409408,0,0,0,0,2,515699699712,1084858368,487909572608,39596032,25926549504,25505103872,9273344,748396544,0,0,66,230,2,0,1,0,2311,152000,190,0,0.360,2.033,97.592,0.016,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,177195,177204,182532,1,0,0,0,0,0
1497661702.270,0,515977216,0,0,0,0,0,515699699712,1085960192,487411953664,39620608,26409627648,25470943232,9273344,761810944,0,0,0,0,2,0,0,0,3947,256902,425,0,0.454,2.502,96.872,0.172,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,117368,117380,120903,11,0,0,0,0,0
1497661703.270,4096,419856384,0,0,0,0,2,515699699712,1087152128,486773518336,39636992,27030085632,25670893568,9273344,778579968,0,0,66,230,2,0,0,1,3201,208731,895,0,0.422,2.173,96.983,0.422,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,153671,153672,158294,0,0,0,0,0,0
1497661704.270,0,343539712,0,0,0,0,2,515699699712,1088704512,485964046336,39645184,27816321024,26114228224,9273344,800256000,0,0,66,230,1,1,0,0,2617,170588,1444,0,0.329,1.816,96.995,0.861,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,191822,191822,197554,0,0,0,0,0,0
1497661705.270,0,343015424,0,0,0,0,2,515699699712,1090097152,485153685504,39657472,28602564608,26556649472,9273344,822968320,0,0,66,230,2,0,0,0,2623,171110,1376,0,0.438,1.783,96.934,0.845,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,192026,192026,197772,0,0,0,0,0,0
1497661706.270,0,342884352,0,0,0,0,2,515699699712,1091608576,484434391040,39673856,29301751808,26912411648,9273344,841547776,0,0,66,230,1,1,0,0,2612,170168,1270,0,0.328,2.139,96.784,0.749,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,169772,169772,174852,18,0,0,0,0,0
1497661707.270,0,344006656,0,0,0,0,1,515699699712,1092837376,483840143360,39690240,29879271424,27147276288,9273344,857030656,0,0,0,230,1,2,0,0,2621,170053,1105,0,0.375,2.143,96.653,0.829,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,141785,141785,146029,0,0,0,0,0,0
1497661708.270,0,343277568,0,0,0,0,1,515699699712,1092673536,483033849856,39702528,30662356992,27586101248,9273344,880390144,0,0,66,0,2,1,0,0,2622,171177,2224,0,0.438,1.908,95.731,1.923,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,190780,190780,196493,0,0,0,0,0,0
1497661709.270,4096,343801856,0,0,0,0,2,515699699712,1094672384,482260185088,39714816,31412953088,27993796608,9273344,901447680,0,0,66,230,2,1,0,1,2618,170506,2193,0,0.376,1.894,95.915,1.815,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,183832,183832,189334,0,0,0,0,0,0
1497661710.270,0,342097920,0,0,0,0,2,515699699712,1095426048,481492742144,39727104,32158834688,28397875200,9273344,922243072,0,0,66,230,2,1,0,0,2616,170633,2339,0,0.438,1.910,95.602,2.050,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,181524,181524,186968,1,0,0,0,0,0
1497661711.270,0,343932928,0,0,0,0,2,515699699712,1096122368,480869797888,39735296,32764096512,28658745344,9273344,939220992,0,0,66,230,1,2,0,0,2620,170374,3553,0,0.406,2.266,95.484,1.844,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,147199,147199,151603,0,0,0,0,0,0
1497661712.270,0,343801856,0,0,0,0,2,515699699712,1097564160,480283340800,39755776,33333186560,28885147648,9273344,955125760,0,0,66,230,2,1,0,0,2623,170999,2588,0,0.391,2.362,95.667,1.580,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,138780,138780,142948,1,0,0,0,0,0
1497661713.270,0,342491136,0,0,0,0,0,515699699712,1099124736,479706488832,39763968,33892802560,29101723648,9273344,970792960,0,0,0,0,2,1,0,0,2622,170948,3618,0,0.375,2.486,95.575,1.563,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,137058,137058,141157,0,0,0,0,0,0
1497661714.270,0,342753280,0,0,0,0,2,515699699712,1100128256,479106019328,39776256,34476384256,29342191616,9273344,986664960,0,0,66,230,1,2,0,0,2613,169910,3257,0,0.266,2.410,95.556,1.768,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,141721,141722,145964,7,0,0,0,0,0
1497661715.270,4096,343539712,0,0,0,0,2,515699699712,1100652544,478541737984,39788544,35024695296,29545877504,9273344,1002098688,0,0,66,230,2,1,0,1,2618,170926,2628,0,0.344,2.425,95.619,1.612,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,133776,133775,137779,7,0,0,0,0,0
1497661716.270,0,343932928,0,0,0,0,0,515699699712,1102401536,477966663680,39800832,35582398464,29762191360,9273344,1017708544,0,0,0,0,3,1,0,0,2628,170747,4853,0,0.438,2.363,95.398,1.800,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,136652,136652,140743,0,0,0,0,0,0
1497661717.270,0,343801856,0,0,0,0,2,515699699712,1103122432,477368098816,39813120,36163985408,30000177152,9273344,1033953280,0,0,66,230,2,1,0,0,2619,170356,3612,0,0.422,2.375,95.500,1.703,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,141598,141598,145833,0,0,0,0,0,0
1497661718.270,0,343015424,0,0,0,0,2,515699699712,1103687680,476772708352,39829504,36742721536,30234451968,9273344,1050025984,0,0,66,230,2,1,0,0,2618,171281,3514,0,0.438,2.300,95.728,1.533,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,142062,142062,146322,1,0,0,0,0,0
1497661719.270,0,343146496,0,0,0,0,1,515699699712,1106001920,476191158272,39841792,37306220544,30455382016,9273344,1065750528,0,0,0,230,2,2,0,0,2617,170470,3296,0,0.360,2.486,95.559,1.595,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,137442,137442,141556,8,0,0,0,0,0
1497661720.270,0,342622208,0,0,0,0,1,515699699712,1106546688,475611258880,39849984,37869797376,30675689472,9273344,1081520128,0,0,66,0,2,1,0,0,2614,170446,2062,0,0.375,2.471,95.465,1.689,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,137061,137061,141162,0,0,0,0,0,0
1497661721.270,4096,343408640,0,0,0,0,2,515699699712,1106890752,475034279936,39866368,38430670848,30893518848,9273344,1097265152,0,0,66,230,2,1,0,1,2614,170127,2807,0,0.360,2.455,95.403,1.782,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,136913,136913,141013,0,0,0,0,0,0
1497661722.270,0,343277568,0,0,0,0,2,515699699712,1109114880,474432032768,39874560,39014309888,31133179904,9273344,1113640960,0,0,66,230,2,2,0,0,2625,171299,3521,0,0.422,2.345,95.638,1.595,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,143128,143128,147410,8,0,0,0,0,0
1497661723.270,0,344195072,0,0,0,0,0,515699699712,1109856256,473855307776,39886848,39574691840,31349227520,9273344,1129230336,0,0,0,0,2,1,0,0,2626,170897,3675,0,0.344,2.565,95.371,1.720,0,0,0,0,25396,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,136784,136784,140878,0,0,0,0,0,0
