"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ip-172-31-40-211",,,,"User:","admin"
"Cmdline:","dstat --nocolor --output /home/admin/cmd3-24-dstat.csv -T -d -D xvdb -g -i --mem-adv --swap -n -N eth0 -p -r -y --aio --cpu-adv --fs --ipc --socket --tcp --udp --unix --vm --vm-adv",,,,"Date:","17 Jun 2017 00:01:30 UTC"
"epoch","dsk/xvdb",,"paging",,"interrupts",,,"advanced memory usage",,,,,,,,"swap",,"net/eth0",,"procs",,,"io/xvdb",,"system",,"async","total cpu usage",,,,,,,"filesystem",,"sysv ipc",,,"sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,
1497657709.454,0,12288,0,0,0,0,9,515699699712,1048567808,512588705792,22732800,1973366784,1873530880,9273344,75599872,0,0,630,1786,1,0,0,0,2,305,89,0,1.329,0.266,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,42622,42622,43897,0,0,0,0,0,0
1497657710.454,0,0,0,0,0,0,17,515699699712,1048858624,512409288704,22732800,2147508224,2047672320,9273344,80584704,0,0,1302,2136,1,0,0,0,0,313,123,0,1.375,0.219,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,42623,42624,43895,1,0,0,0,0,0
1497657711.454,0,0,0,0,0,0,14,515699699712,1049538560,512229109760,22732800,2322178048,2222342144,9273344,85413888,0,0,1068,2034,1,0,0,0,0,313,125,0,1.360,0.250,98.390,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,42579,42580,43851,0,0,0,0,0,0
1497657712.454,0,0,0,0,0,0,10,515699699712,1049546752,512049565696,22732800,2496880640,2397044736,9273344,90247168,0,0,732,1814,1,0,0,0,0,315,117,0,1.328,0.266,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,42649,42649,43923,0,0,0,0,0,0
1497657713.454,0,0,0,0,0,0,13,515699699712,1049628672,511869767680,22740992,2671747072,2571919360,9273344,95088640,0,0,966,1686,1,0,0,0,0,311,108,0,1.406,0.188,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,42642,42642,43918,1,0,0,0,0,0
1497657714.454,0,12288,0,0,0,0,11,515699699712,1049858048,511689588736,22749184,2846703616,2746884096,9273344,100073472,0,0,762,2028,1,0,1,0,2,331,110,0,1.375,0.219,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,42665,42833,44036,107,0,0,0,0,0
1497657715.454,0,0,0,0,0,0,7,515699699712,1051295744,511508774912,22749184,3021238272,2921418752,9273344,104914944,0,0,462,1610,1,0,0,0,0,300,80,0,1.390,0.219,98.391,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,42829,42829,44109,0,0,0,0,0,0
1497657716.454,0,0,0,0,0,0,11,515699699712,1051279360,511328468992,22749184,3196702720,3096883200,9273344,109772800,0,0,806,2146,1,0,1,0,0,380,131,0,1.406,0.188,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,42779,42938,44155,106,0,0,0,0,0
1497657717.454,0,0,0,0,0,0,7,515699699712,1051885568,511147552768,22749184,3372158976,3272339456,9273344,114626560,0,0,462,1610,1,0,0,0,0,471,79,0,1.375,0.234,98.390,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,42864,42864,44142,18,0,0,0,0,0
1497657718.454,0,0,0,0,0,0,7,515699699712,1051598848,510966865920,22749184,3548114944,3448295424,9273344,119644160,0,0,462,1610,1,0,0,0,0,313,77,0,1.360,0.250,98.390,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,42849,42849,44139,0,0,0,0,0,0
1497657719.454,0,12288,0,0,0,0,6,515699699712,1052106752,510785925120,22765568,3723673600,3623870464,9273344,124502016,0,0,462,1610,1,0,0,0,2,306,97,0,1.406,0.188,98.391,0.016,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,42879,42879,44162,6,0,0,0,0,0
1497657720.454,0,0,0,0,0,0,7,515699699712,1052291072,510605873152,22765568,3898675200,3798867968,9273344,129368064,0,0,396,1610,1,0,0,0,0,304,89,0,1.375,0.234,98.391,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,42836,42836,44116,0,0,0,0,0,0
1497657721.454,0,0,0,0,0,0,7,515699699712,1052090368,510424678400,22765568,4075208704,3975405568,9273344,134230016,0,0,462,1610,1,0,0,0,0,298,66,0,1.406,0.188,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,42927,42927,44208,6,0,0,0,0,0
1497657722.454,0,0,0,0,0,0,7,515699699712,1053298688,510242975744,22765568,4250685440,4150882304,9273344,139247616,0,0,462,1610,1,0,0,0,0,303,79,0,1.313,0.281,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43001,43001,44285,0,0,0,0,0,0
1497657723.454,0,0,0,0,1,0,7,515699699712,1052499968,510061654016,22765568,4427923456,4328120320,9273344,144130048,0,0,504,1422,1,0,0,0,0,304,81,0,1.422,0.188,98.391,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43037,43037,44322,0,0,0,0,0,0
1497657724.454,0,12288,0,0,0,0,7,515699699712,1053298688,509880348672,22773760,4603535360,4503740416,9273344,149016576,0,0,462,1610,1,0,0,0,2,305,93,0,1.406,0.188,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43033,43033,44322,5,0,0,0,0,0
1497657725.454,0,0,0,0,0,0,7,515699699712,1053519872,509698772992,22781952,4780007424,4680220672,9273344,153890816,0,0,462,1610,1,0,0,0,0,300,74,0,1.406,0.203,98.376,0.016,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43057,43057,44344,0,0,0,0,0,0
1497657726.454,0,0,0,0,0,0,7,515699699712,1054593024,509516816384,22781952,4955848704,4856057856,9273344,158932992,0,0,462,1610,1,0,0,0,0,300,68,0,1.360,0.234,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43011,43011,44296,0,0,0,0,0,0
1497657727.454,0,0,0,0,0,0,7,515699699712,1054568448,509335621632,22781952,5132189696,5032402944,9273344,163811328,0,0,462,1610,1,0,0,0,0,304,89,0,1.406,0.188,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43032,43032,44317,0,0,0,0,0,0
1497657728.454,0,0,0,0,0,0,7,515699699712,1054715904,509154299904,22781952,5308489728,5208702976,9273344,168685568,0,0,462,1610,1,0,0,0,0,317,98,0,1.359,0.266,98.375,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43021,43021,44305,21,0,0,0,0,0
1497657729.454,0,12288,0,0,0,0,7,515699699712,1055350784,508972216320,22790144,5485039616,5385261056,9273344,173576192,0,0,462,1610,1,0,0,0,2,301,75,0,1.391,0.219,98.391,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43070,43070,44360,0,0,0,0,0,0
1497657730.454,0,0,0,0,0,0,7,515699699712,1055879168,508790640640,22790144,5661044736,5561266176,9273344,178618368,0,0,462,1610,1,0,0,0,0,300,72,0,1.391,0.203,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43081,43081,44368,0,0,0,0,0,0
1497657731.454,0,0,0,0,0,0,7,515699699712,1055961088,508609064960,22798336,5837643776,5737873408,9273344,183504896,0,0,462,1610,1,0,0,0,0,303,84,0,1.375,0.219,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43097,43097,44386,0,0,0,0,0,0
1497657732.454,0,0,0,0,0,0,7,515699699712,1056600064,508426854400,22798336,6014337024,5914566656,9273344,188383232,0,0,462,1610,1,0,0,0,0,322,94,0,1.375,0.234,98.375,0.016,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43104,43104,44391,0,0,0,0,0,0
1497657733.454,0,0,0,0,0,0,6,515699699712,1056776192,508245049344,22798336,6191071232,6091296768,9273344,193277952,0,0,396,1610,1,0,0,0,0,298,74,0,1.328,0.266,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43118,43118,44405,14,0,0,0,0,0
1497657734.454,0,12288,0,0,0,0,7,515699699712,1057079296,508063473664,22806528,6367285248,6267518976,9273344,198328320,0,0,462,1610,1,0,0,0,2,299,75,0,1.407,0.188,98.390,0.016,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43107,43107,44399,2,0,0,0,0,0
1497657735.454,0,0,0,0,0,0,7,515699699712,1056583680,507881644032,22806528,6544728064,6444965888,9273344,203210752,0,0,462,1610,1,0,0,0,0,301,82,0,1.407,0.188,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43112,43112,44398,0,0,0,0,0,0
1497657736.454,0,0,0,0,0,0,7,515699699712,1057980416,507699433472,22806528,6720651264,6620889088,9273344,208101376,0,0,462,1610,1,0,0,0,0,303,90,0,1.359,0.250,98.391,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43120,43120,44410,0,0,0,0,0,0
1497657737.454,0,0,0,0,0,0,7,515699699712,1057968128,507517788160,22814720,6897410048,6797651968,9273344,212992000,0,0,462,1610,1,0,0,0,0,303,77,0,1.359,0.234,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43115,43115,44404,5,0,0,0,0,0
1497657738.454,0,0,0,0,0,0,7,515699699712,1058521088,507335958528,22814720,7073640448,6973886464,9273344,218038272,0,0,462,1380,1,0,0,0,0,309,79,0,1.375,0.250,98.375,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43126,43126,44416,0,0,0,0,0,0
1497657739.454,0,12288,0,0,0,0,7,515699699712,1058398208,507153620992,22822912,7251210240,7151464448,9273344,222920704,0,0,462,1610,1,0,0,0,2,305,83,0,1.375,0.219,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43113,43113,44405,3,0,0,0,0,0
1497657740.454,0,0,0,0,0,0,7,515699699712,1057980416,506973138944,22822912,7427223552,7326986240,9273344,227807232,0,0,462,1610,1,0,0,0,0,304,109,0,1.312,0.297,98.391,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43111,43111,44397,0,0,0,0,0,0
1497657741.454,0,0,0,0,0,0,7,515699699712,1058459648,506790039552,22822912,7604953088,7504715776,9273344,232697856,0,0,462,1610,1,0,0,0,0,298,70,0,1.375,0.219,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43254,43254,44546,1,0,0,0,0,0
1497657742.454,0,0,0,0,0,0,7,515699699712,1058152448,506608463872,22822912,7781773312,7681531904,9273344,237760512,0,0,462,1610,1,0,0,0,0,298,70,0,1.344,0.250,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43218,43218,44509,0,0,0,0,0,0
1497657743.454,0,0,0,0,0,0,7,515699699712,1058144256,506426720256,22831104,7958626304,7858397184,9273344,242651136,0,0,462,1610,1,0,0,0,0,369,97,0,1.344,0.266,98.390,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43127,43127,44417,5,0,0,0,0,0
1497657744.454,0,12288,0,0,0,0,7,515699699712,1059627008,506244255744,22839296,8134692864,8034463744,9273344,247558144,0,0,462,1610,1,0,0,0,2,307,95,0,1.391,0.203,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43168,43168,44463,0,0,0,0,0,0
1497657745.454,0,0,0,0,0,0,7,515699699712,1059741696,506062196736,22839296,8311742464,8211513344,9273344,252452864,0,0,462,1610,1,0,0,0,0,298,66,0,1.360,0.234,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43196,43196,44486,8,0,0,0,0,0
1497657746.454,0,0,0,0,0,0,7,515699699712,1059553280,505880113152,22839296,8488955904,8388726784,9273344,257511424,0,0,462,1610,1,0,0,0,0,297,70,0,1.375,0.234,98.391,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43132,43132,44419,0,0,0,0,0,0
1497657747.454,0,0,0,0,0,0,7,515699699712,1060323328,505697775616,22839296,8665636864,8565407744,9273344,262397952,0,0,462,1610,1,0,0,0,0,301,81,0,1.375,0.219,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43116,43116,44404,0,0,0,0,0,0
1497657748.454,0,0,0,0,0,0,7,515699699712,1060282368,505516834816,22839296,8841723904,8741494784,9273344,267292672,0,0,462,1610,1,0,0,0,0,329,104,0,1.437,0.187,98.375,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43113,43113,44407,8,0,0,0,0,0
1497657749.454,0,12288,0,0,0,0,7,515699699712,1061134336,505334480896,22855680,9018335232,8918106112,9273344,272166912,0,0,462,1610,1,0,0,0,2,304,91,0,1.375,0.219,98.391,0.016,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43121,43121,44413,1,0,0,0,0,0
1497657750.454,0,0,0,0,0,0,6,515699699712,1060335616,505153413120,22855680,9195159552,9094930432,9273344,277209088,0,0,462,1610,1,0,0,0,0,321,84,0,1.391,0.203,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43074,43074,44364,3,0,0,0,0,0
1497657751.454,0,0,0,0,0,0,7,515699699712,1061609472,504971329536,22855680,9371082752,9270853632,9273344,282095616,0,0,396,1610,1,0,0,0,0,298,81,0,1.375,0.234,98.391,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43088,43088,44376,0,0,0,0,0,0
1497657752.454,0,0,0,0,0,0,7,515699699712,1062436864,504788738048,22855680,9547952128,9447723008,9273344,286990336,0,0,462,1610,1,0,0,0,0,302,88,0,1.391,0.203,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43227,43227,44518,0,0,0,0,0,0
1497657753.454,0,1306624,0,0,0,0,7,515699699712,1061654528,504606543872,22855680,9726021632,9624252416,9273344,291897344,0,0,462,1610,1,0,0,0,28,321,77,0,1.344,0.250,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43235,43235,44525,3,0,0,0,0,0
1497657754.454,0,12288,0,0,0,0,7,515699699712,1063395328,504423825408,22863872,9901936640,9800175616,9273344,296951808,0,0,462,1610,1,0,0,0,2,299,77,0,1.359,0.250,98.391,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43235,43235,44530,0,0,0,0,0,0
1497657755.454,0,0,0,0,0,0,7,515699699712,1063059456,504242122752,22872064,10079068160,9977315328,9273344,301850624,0,0,462,1610,1,0,0,0,0,302,88,0,1.390,0.219,98.391,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43204,43204,44496,0,0,0,0,0,0
1497657756.454,0,0,0,0,0,0,7,515699699712,1062875136,504059441152,22872064,10257027072,10155274240,9273344,306757632,0,0,462,1610,1,0,0,0,0,301,86,0,1.407,0.172,98.421,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43246,43246,44536,0,0,0,0,0,0
1497657757.454,0,0,0,0,0,0,7,515699699712,1062944768,503877103616,22872064,10434387968,10332635136,9273344,311664640,0,0,462,1610,1,0,0,0,0,298,72,0,1.437,0.187,98.376,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43366,43366,44662,20,0,0,0,0,0
1497657758.454,0,0,0,0,0,0,7,515699699712,1064128512,503693496320,22872064,10611736576,10509983744,9273344,316739584,0,0,462,1610,1,0,0,0,0,314,80,0,1.360,0.250,98.390,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43351,43351,44644,0,0,0,0,0,0
1497657759.454,0,12288,0,0,0,0,7,515699699712,1064775680,503510142976,22880256,10789519360,10687774720,9273344,321654784,0,0,462,1610,1,0,0,0,2,308,90,0,1.391,0.203,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43419,43419,44719,0,0,0,0,0,0
1497657760.454,0,0,0,0,0,0,7,515699699712,1064267776,503327805440,22880256,10967437312,10865692672,9273344,326582272,0,0,462,1380,1,0,0,0,0,302,90,0,1.359,0.234,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43416,43416,44713,0,0,0,0,0,0
1497657761.454,0,0,0,0,0,0,7,515699699712,1065095168,503143944192,22888448,11145535488,11043799040,9273344,331509760,0,0,462,1610,1,0,0,0,0,308,80,0,1.407,0.203,98.390,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43461,43461,44761,12,0,0,0,0,0
1497657762.454,0,0,0,0,0,0,7,515699699712,1065164800,502961225728,22888448,11323101184,11221364736,9273344,336592896,0,0,462,1610,1,0,0,0,0,296,66,0,1.437,0.156,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43438,43438,44735,0,0,0,0,0,0
1497657763.454,0,0,0,0,0,0,7,515699699712,1065594880,502777745408,22888448,11501228032,11399491584,9273344,341516288,0,0,462,1610,1,0,0,0,0,304,82,0,1.375,0.219,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43447,43447,44744,0,0,0,0,0,0
1497657764.454,0,12288,0,0,0,0,8,515699699712,1066205184,502594265088,22896640,11679162368,11577434112,9273344,346443776,0,0,564,1676,1,0,0,0,2,307,97,0,1.375,0.234,98.391,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43449,43449,44749,0,0,0,0,0,0
1497657765.454,0,0,0,0,0,0,7,515699699712,1065852928,502411419648,22896640,11857428480,11755700224,9273344,351375360,0,0,462,1610,1,0,0,0,0,304,71,0,1.328,0.266,98.406,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43484,43484,44782,1,0,0,0,0,0
1497657766.454,0,0,0,0,0,0,24,515699699712,1066815488,502226796544,22896640,12035993600,11934265344,9273344,356470784,0,0,1908,2594,1,0,0,0,0,328,163,0,1.344,0.266,98.391,0,0,0,0,0,21401,0,0,0,481,3,1,0,0,5,1,0,0,0,1,0,26,39,13,26,43488,43488,44789,1,0,0,0,0,0
